,<CONFIDENTIAL>,,,,,,,,,,,,
Normalized Fluorescence signal from 1000-1200 nm,,,,,,Maximum emission cross section,,,,,,,
,LG-770,LG-760,LG-750,APG-1,,LG-770,LG-760,LG-750,APG-1,,,,Prepared by Dr. Tedi-Marie Usher-Ditzian
Wavelength,Normalized,Normalized,Normalized,Normalized,,_em ,_em ,_em ,_em ,,,,SCHOTT R&D North America
l [nm],"Signal, FC(l)","Signal, FC(l)","Signal, FC(l)","Signal, FC(l)",,[10-20 cm2],[10-20 cm2],[10-20 cm2],[10-20 cm2],,,,"Oct 4th, 2021"
1038.25,0.141562904,0.122546798,0.142122151,0.148647556,,,,,,,,,
1038.375,0.14405419,0.126958012,0.144100993,0.151613959,,,,,,,,,
1038.5,0.148414564,0.129714208,0.147399874,0.151612429,,,,,,,,,
1038.625,0.153397968,0.131918727,0.152018795,0.156809647,,,,,,,,,
1038.75,0.157135314,0.141295048,0.16125786,0.160518033,,,,,,,,,
1038.875,0.162741744,0.145706274,0.165216761,0.167199217,,,,,,,,,
1039,0.16585606,0.149565822,0.169835683,0.167939671,,,,,,,,,
1039.125,0.170839468,0.150666983,0.171154497,0.170908507,,,,,,,,,
1039.25,0.174576814,0.153974855,0.174453376,0.173132926,,,,,,,,,
1039.375,0.175822053,0.155627693,0.178412276,0.174617796,,,,,,,,,
1039.5,0.178936373,0.158935565,0.182371175,0.176100233,,,,,,,,,
1039.625,0.18018161,0.161691764,0.183689991,0.180553034,,,,,,,,,
1039.75,0.18578804,0.165551306,0.185668826,0.185005836,,,,,,,,,
1039.875,0.192017498,0.170514209,0.19292784,0.189458638,,,,,,,,,
1040,0.193885764,0.174925436,0.192266584,0.189457109,,,,,,,,,
1040.125,0.194507973,0.176578275,0.195565463,0.193167928,,,,,,,,,
1040.25,0.196999265,0.178782791,0.202164448,0.19762073,,,,,,,,,
1040.375,0.200736613,0.181538985,0.202823243,0.199105599,,,,,,,,,
1040.5,0.205720015,0.183743501,0.206782141,0.199104069,,,,,,,,,
1040.625,0.212572501,0.192016468,0.210741042,0.198358124,,,,,,,,,
1040.75,0.218801959,0.19697937,0.216019984,0.203555342,,,,,,,,,
1040.875,0.225031412,0.203597304,0.223939012,0.210234093,,,,,,,,,
1041,0.230014818,0.206353498,0.227237891,0.217657261,,,,,,,,,
1041.125,0.230637029,0.208006338,0.231856811,0.221368079,,,,,,,,,
1041.25,0.234374375,0.213520917,0.23515569,0.223592499,,,,,,,,,
1041.375,0.240603841,0.215173757,0.241094654,0.227303318,,,,,,,,,
1041.5,0.245587231,0.220688327,0.239113359,0.228043772,,,,,,,,,
1041.625,0.248701555,0.221789499,0.245052327,0.232496574,,,,,,,,,
1041.75,0.251815876,0.226752401,0.25165131,0.235465409,,,,,,,,,
1041.875,0.256799278,0.235025368,0.256930254,0.24363056,,,,,,,,,
1042,0.259913598,0.237229884,0.260229133,0.249569761,,,,,,,,,
1042.125,0.265520028,0.242192787,0.264848053,0.252536164,,,,,,,,,
1042.25,0.269257376,0.242190595,0.266166869,0.253276617,,,,,,,,,
1042.375,0.272994724,0.24660182,0.274085896,0.256245453,,,,,,,,,
1042.5,0.277355098,0.252668076,0.276724753,0.25772789,,,,,,,,,
1042.625,0.281715478,0.255975947,0.278043569,0.263667091,,,,,,,,,
1042.75,0.287321904,0.266455631,0.287282639,0.273316207,,,,,,,,,
1042.875,0.300404663,0.274176911,0.293881622,0.280739375,,,,,,,,,
1043,0.307880175,0.27803646,0.305760776,0.285192177,,,,,,,,,
1043.125,0.312240551,0.281896008,0.311699742,0.286674613,,,,,,,,,
1043.25,0.316600925,0.286858912,0.316318662,0.294839764,,,,,,,,,
1043.375,0.319092219,0.288511751,0.318297509,0.300034549,,,,,,,,,
1043.5,0.324075621,0.295129684,0.324236461,0.30597375,,,,,,,,,
1043.625,0.331551133,0.298437556,0.328195362,0.300775905,,,,,,,,,
1043.75,0.334665453,0.306158845,0.334134326,0.310425022,,,,,,,,,
1043.875,0.342140965,0.314983487,0.344693439,0.31636179,,,,,,,,,
1044,0.34899345,0.319394712,0.345352227,0.320072609,,,,,,,,,
1044.125,0.349615661,0.319944197,0.350631175,0.32601181,,,,,,,,,
1044.25,0.351483925,0.322700391,0.357230158,0.329722629,,,,,,,,,
1044.375,0.358959449,0.324904908,0.359209009,0.334917414,,,,,,,,,
1044.5,0.363319813,0.333729552,0.366468,0.337141834,,,,,,,,,
1044.625,0.370172299,0.335934068,0.371746944,0.349019333,,,,,,,,,
1044.75,0.380762948,0.348620452,0.385606162,0.357184483,,,,,,,,,
1044.875,0.394468735,0.357996772,0.397485316,0.367575583,,,,,,,,,
1045,0.401944246,0.364063029,0.402104239,0.375740734,,,,,,,,,
1045.125,0.405058562,0.368474254,0.410023265,0.380193536,,,,,,,,,
1045.25,0.407549849,0.371782126,0.412662122,0.382420388,,,,,,,,,
1045.375,0.411287207,0.377848377,0.412660895,0.388357157,,,,,,,,,
1045.5,0.420631808,0.381707931,0.418599858,0.392067975,,,,,,,,,
1045.625,0.424992176,0.388325865,0.430479013,0.398007176,,,,,,,,,
1045.75,0.439320991,0.397150507,0.435757955,0.409140259,,,,,,,,,
1045.875,0.448665572,0.406526829,0.448957153,0.422501725,,,,,,,,,
1046,0.454272016,0.417006504,0.458196222,0.429182909,,,,,,,,,
1046.125,0.463616612,0.419211043,0.461495101,0.432893728,,,,,,,,,
1046.25,0.471092123,0.423070567,0.467434065,0.439574912,,,,,,,,,
1046.375,0.47296039,0.426378439,0.472052985,0.441799332,,,,,,,,,
1046.5,0.479812881,0.43354805,0.481292055,0.452192864,,,,,,,,,
1046.625,0.489157469,0.441821027,0.491851168,0.463325947,,,,,,,,,
1046.75,0.504109311,0.460024182,0.509670513,0.48188616,,,,,,,,,
1046.875,0.527160508,0.477123974,0.530129943,0.497473574,,,,,,,,,
1047,0.540866297,0.488707002,0.542669119,0.507867107,,,,,,,,,
1047.125,0.545849699,0.49477326,0.551908189,0.517516224,,,,,,,,,
1047.25,0.555194294,0.503046215,0.558507174,0.521969026,,,,,,,,,
1047.375,0.560177696,0.513525899,0.564446138,0.536072474,,,,,,,,,
1047.5,0.570768345,0.517937126,0.572365164,0.54498204,,,,,,,,,
1047.625,0.579489913,0.528968477,0.581604234,0.55537314,,,,,,,,,
1047.75,0.595687827,0.53999983,0.595463452,0.567992622,,,,,,,,,
1047.875,0.610639631,0.551582858,0.609982712,0.578383722,,,,,,,,,
1048,0.621230305,0.565372597,0.618561741,0.590261221,,,,,,,,,
1048.125,0.628082786,0.574197239,0.629780874,0.596200422,,,,,,,,,
1048.25,0.637427382,0.580815191,0.635059816,0.602879173,,,,,,,,,
1048.375,0.647395003,0.587984786,0.64033876,0.611786307,,,,,,,,,
1048.5,0.659231708,0.600119492,0.652217914,0.620693441,,,,,,,,,
1048.625,0.674806578,0.615564262,0.666737136,0.634799322,,,,,,,,,
1048.75,0.695365666,0.638732513,0.690496689,0.659297832,,,,,,,,,
1048.875,0.720908974,0.661900762,0.71689631,0.67562723,,,,,,,,,
1049,0.735237789,0.676793856,0.730095508,0.688246712,,,,,,,,,
1049.125,0.743959356,0.689480239,0.739334578,0.696411863,,,,,,,,,
1049.25,0.753303952,0.699959913,0.747253604,0.703093047,,,,,,,,,
1049.375,0.761402491,0.708784557,0.751212487,0.710516214,,,,,,,,,
1049.5,0.776354334,0.71926421,0.768371828,0.725361645,,,,,,,,,
1049.625,0.789437092,0.731950615,0.776950877,0.735013195,,,,,,,,,
1049.75,0.807504072,0.749602094,0.791470116,0.75060061,,,,,,,,,
1049.875,0.822455915,0.771115312,0.805329335,0.764706491,,,,,,,,,
1050,0.83429262,0.782698342,0.819848598,0.777325973,,,,,,,,,
1050.125,0.844883261,0.793729693,0.826447559,0.783262741,,,,,,,,,
1050.25,0.855473934,0.800899304,0.837666692,0.794398257,,,,,,,,,
1050.375,0.862949428,0.811378979,0.841625614,0.804047373,,,,,,,,,
1050.5,0.874163109,0.825720396,0.854824778,0.815924872,,,,,,,,,
1050.625,0.882884676,0.837303424,0.86472388,0.822603624,,,,,,,,,
1050.75,0.903443764,0.859919998,0.885843331,0.844876185,,,,,,,,,
1050.875,0.922756799,0.884191656,0.907622805,0.863433965,,,,,,,,,
1051,0.937085614,0.894671259,0.91422179,0.87679543,,,,,,,,,
1051.125,0.942069016,0.9040476,0.924120882,0.888672929,,,,,,,,,
1051.25,0.94767543,0.910665518,0.929399823,0.891641765,,,,,,,,,
1051.375,0.95203582,0.92059358,0.935998809,0.90500323,,,,,,,,,
1051.5,0.95515014,0.92886648,0.945237904,0.91316838,,,,,,,,,
1051.625,0.960133542,0.933829415,0.949856799,0.916879199,,,,,,,,,
1051.75,0.966986028,0.943205756,0.957115805,0.925044349,,,,,,,,,
1051.875,0.975707559,0.955340424,0.968334938,0.939889781,,,,,,,,,
1052,0.982560081,0.964716744,0.971633817,0.946570965,,,,,,,,,
1052.125,0.983805311,0.968576293,0.975592716,0.951023767,,,,,,,,,
1052.25,0.987542666,0.969125779,0.974271447,0.952506204,,,,,,,,,
1052.375,0.991279987,0.971330295,0.979550389,0.957700989,,,,,,,,,
1052.5,0.99127917,0.977396593,0.97888914,0.958441442,,,,,,,,,
1052.625,0.995016543,0.981807807,0.984168084,0.969576958,,,,,,,,,
1052.75,1,0.989529067,0.99208711,0.980712474,,,,,,,,,
1052.875,0.999999183,0.992836938,0.997366052,0.981452927,,,,,,,,,
1053,0.997506262,0.998351517,0.997364825,0.991102044,,,,,,,,,
1053.125,0.998751394,0.996694239,0.998023619,0.991100515,,,,,,,,,
1053.25,0.999373654,0.997243768,0.99736237,0.99406935,,,,,,,,,
1053.375,0.993765553,1,0.996701125,0.997780169,,,,,,,,,
1053.5,0.996256839,0.999446087,1,0.997778639,,,,,,,,,
1053.625,0.993763919,0.996133847,0.995378625,0.996290711,,,,,,,,,
1053.75,0.990024968,0.988408186,0.997357461,0.996289181,,,,,,,,,
1053.875,0.98815507,0.988405994,0.99537617,1,,,,,,,,,
1054,0.985039115,0.988403802,0.994054911,0.997030538,,,,,,,,,
1054.125,0.981300132,0.985643185,0.994053683,0.999996941,,,,,,,,,
1054.25,0.978807211,0.986192714,0.992732404,0.997769462,,,,,,,,,
1054.375,0.974445195,0.982328762,0.988110999,0.997767932,,,,,,,,,
1054.5,0.972575296,0.978464778,0.982169608,0.997766402,,,,,,,,,
1054.625,0.96509815,0.972394197,0.982168381,0.99702289,,,,,,,,,
1054.75,0.959490085,0.965220175,0.975566941,0.991822613,,,,,,,,,
1054.875,0.94640569,0.952529425,0.961705269,0.98885315,,,,,,,,,
1055,0.937682498,0.945355461,0.955103829,0.983652873,,,,,,,,,
1055.125,0.932074397,0.941491497,0.952462517,0.978455029,,,,,,,,,
1055.25,0.930827553,0.937075886,0.95048124,0.979195482,,,,,,,,,
1055.375,0.922727379,0.931556945,0.950480013,0.977709987,,,,,,,,,
1055.5,0.917119325,0.926589625,0.945198629,0.971770159,,,,,,,,,
1055.625,0.916495469,0.92327738,0.939917204,0.973252596,,,,,,,,,
1055.75,0.910264377,0.917206707,0.93529583,0.966568352,,,,,,,,,
1055.875,0.900918147,0.91223945,0.928034368,0.96359889,,,,,,,,,
1056,0.895933111,0.918305708,0.920112869,0.95765663,,,,,,,,,
1056.125,0.890325046,0.920510275,0.916811553,0.956171134,,,,,,,,,
1056.25,0.888455129,0.920508083,0.909550102,0.95097329,,,,,,,,,
1056.375,0.884716165,0.917195746,0.914169014,0.948743378,,,,,,,,,
1056.5,0.877862044,0.908918462,0.905587511,0.946515899,,,,,,,,,
1056.625,0.870384876,0.900089399,0.896345986,0.940573639,,,,,,,,,
1056.75,0.860415645,0.89126037,0.885784418,0.931663446,,,,,,,,,
1056.875,0.84670822,0.87525954,0.877202916,0.925723618,,,,,,,,,
1057,0.843592265,0.866982151,0.869941454,0.919039375,,,,,,,,,
1057.125,0.836115119,0.863669933,0.867300142,0.921266227,,,,,,,,,
1057.25,0.832999164,0.858150954,0.865318852,0.914581984,,,,,,,,,
1057.375,0.830506237,0.858148762,0.861357496,0.908642157,,,,,,,,,
1057.5,0.828636338,0.85152646,0.858716184,0.906412245,,,,,,,,,
1057.625,0.826143409,0.843249109,0.851454725,0.9012144,,,,,,,,,
1057.75,0.817420209,0.834420081,0.846173326,0.896016556,,,,,,,,,
1057.875,0.813681196,0.82890113,0.837591823,0.891560695,,,,,,,,,
1058,0.812434354,0.821175443,0.831650405,0.890814749,,,,,,,,,
1058.125,0.812433536,0.818966542,0.828349072,0.881904556,,,,,,,,,
1058.25,0.812432719,0.81289591,0.824387718,0.881161044,,,,,,,,,
1058.375,0.811185824,0.811238676,0.819106292,0.874479233,,,,,,,,,
1058.5,0.809315947,0.806271416,0.81250488,0.869278956,,,,,,,,,
1058.625,0.808069076,0.799097393,0.810523589,0.865565078,,,,,,,,,
1058.75,0.791869545,0.789165012,0.79864198,0.858141284,,,,,,,,,
1058.875,0.781900288,0.776474256,0.790060477,0.853685423,,,,,,,,,
1059,0.776915251,0.770955279,0.784119066,0.849229562,,,,,,,,,
1059.125,0.773799296,0.763781283,0.778837682,0.842545318,,,,,,,,,
1059.25,0.77130637,0.759365674,0.778836455,0.843285772,,,,,,,,,
1059.375,0.765075269,0.757156773,0.771574974,0.840313877,,,,,,,,,
1059.5,0.761959322,0.751086118,0.774873853,0.8321481,,,,,,,,,
1059.625,0.758843368,0.748877222,0.768932434,0.835114503,,,,,,,,,
1059.75,0.751366222,0.740599879,0.761670973,0.831400625,,,,,,,,,
1059.875,0.747004199,0.736184269,0.758369639,0.826944764,,,,,,,,,
1060,0.74326523,0.73176866,0.755068308,0.81952097,,,,,,,,,
1060.125,0.740149276,0.729008081,0.751106935,0.816549075,,,,,,,,,
1060.25,0.732672128,0.729005889,0.747145597,0.819517911,,,,,,,,,
1060.375,0.731425232,0.722383569,0.750444476,0.811349701,,,,,,,,,
1060.5,0.728932311,0.719623014,0.749123205,0.809861772,,,,,,,,,
1060.625,0.725816375,0.71355235,0.743841809,0.809860243,,,,,,,,,
1060.75,0.718339227,0.707481708,0.739880455,0.797237701,,,,,,,,,
1060.875,0.713354162,0.698652667,0.73195895,0.796494189,,,,,,,,,
1061,0.707123098,0.694237068,0.726017554,0.789812378,,,,,,,,,
1061.125,0.705253199,0.691476493,0.723376242,0.788324449,,,,,,,,,
1061.25,0.702760272,0.688715915,0.719414887,0.78609697,,,,,,,,,
1061.375,0.701513399,0.685403679,0.718093618,0.784609042,,,,,,,,,
1061.5,0.694659281,0.683194783,0.716772347,0.780895164,,,,,,,,,
1061.625,0.690920327,0.678779149,0.710830961,0.777183718,,,,,,,,,
1061.75,0.689050399,0.673260184,0.706869574,0.771241458,,,,,,,,,
1061.875,0.684065361,0.671051283,0.704228262,0.76530163,,,,,,,,,
1062,0.682195462,0.66332561,0.702906993,0.763813702,,,,,,,,,
1062.125,0.67596437,0.663323418,0.698285616,0.758615857,,,,,,,,,
1062.25,0.674094471,0.659459484,0.699604439,0.758614328,,,,,,,,,
1062.375,0.675339726,0.658905616,0.692342971,0.757870815,,,,,,,,,
1062.5,0.670977699,0.657248391,0.694321828,0.756385319,,,,,,,,,
1062.625,0.667238704,0.652832781,0.691020449,0.754897391,,,,,,,,,
1062.75,0.662876707,0.648968871,0.682438972,0.748957563,,,,,,,,,
1062.875,0.654153475,0.643449885,0.677817603,0.739305387,,,,,,,,,
1063,0.651660554,0.639034274,0.67319622,0.737817458,,,,,,,,,
1063.125,0.651036734,0.634066987,0.673194993,0.73410358,,,,,,,,,
1063.25,0.648543807,0.635168162,0.667253574,0.731134118,,,,,,,,,
1063.375,0.645427852,0.634062602,0.665272282,0.732616555,,,,,,,,,
1063.5,0.646050063,0.628543639,0.66263097,0.728902677,,,,,,,,,
1063.625,0.64231108,0.625783052,0.656689552,0.725930782,,,,,,,,,
1063.75,0.63545696,0.620815774,0.656028313,0.719990954,,,,,,,,,
1063.875,0.633587032,0.619158558,0.654707034,0.717019059,,,,,,,,,
1064,0.630471106,0.61639797,0.648105624,0.714049597,,,,,,,,,
1064.125,0.627978179,0.613085716,0.646124304,0.717016,,,,,,,,,
1064.25,0.629223418,0.613635201,0.64348299,0.712560139,,,,,,,,,
1064.375,0.623615349,0.611977958,0.644141784,0.712558609,,,,,,,,,
1064.5,0.620499399,0.608114044,0.64084045,0.711815097,,,,,,,,,
1064.625,0.617383444,0.610318561,0.636879102,0.706617252,,,,,,,,,
1064.75,0.613644484,0.603144569,0.633577764,0.701419408,,,,,,,,,
1064.875,0.606790341,0.593763843,0.626976324,0.696219131,,,,,,,,,
1065,0.601182277,0.5954167,0.622354947,0.694733635,,,,,,,,,
1065.125,0.601804487,0.589897735,0.62037365,0.690277774,,,,,,,,,
1065.25,0.596819451,0.587137156,0.621692472,0.693246609,,,,,,,,,
1065.375,0.595572596,0.58989335,0.61905116,0.689532731,,,,,,,,,
1065.5,0.591833597,0.584374386,0.616409846,0.687302819,,,,,,,,,
1065.625,0.588094614,0.58051047,0.613108515,0.68507534,,,,,,,,,
1065.75,0.588716825,0.576094843,0.610467201,0.682845429,,,,,,,,,
1065.875,0.579993629,0.57057588,0.6091459,0.676905601,,,,,,,,,
1066,0.57874675,0.566160268,0.607164668,0.67244974,,,,,,,,,
1066.125,0.577499891,0.564503058,0.602543265,0.670961811,,,,,,,,,
1066.25,0.57812209,0.561190789,0.596601847,0.670218298,,,,,,,,,
1066.375,0.575629161,0.561740249,0.599240704,0.670958752,,,,,,,,,
1066.5,0.570644124,0.557324651,0.595279348,0.665760908,,,,,,,,,
1066.625,0.569397235,0.55787415,0.592638037,0.664275412,,,,,,,,,
1066.75,0.560051024,0.547390091,0.585376605,0.654623236,,,,,,,,,
1066.875,0.553819903,0.538009385,0.580095178,0.646455026,,,,,,,,,
1067,0.548834878,0.533042098,0.573493741,0.644225114,,,,,,,,,
1067.125,0.542603802,0.531936552,0.569532385,0.640511236,,,,,,,,,
1067.25,0.53886483,0.53193436,0.569531158,0.636055375,,,,,,,,,
1067.375,0.536994921,0.525863739,0.567549868,0.637537812,,,,,,,,,
1067.5,0.535125022,0.522551463,0.563588543,0.632339967,,,,,,,,,
1067.625,0.530139983,0.519790885,0.559627157,0.629370505,,,,,,,,,
1067.75,0.530139166,0.510961856,0.556325823,0.624170228,,,,,,,,,
1067.875,0.523908076,0.508201278,0.550384405,0.616746434,,,,,,,,,
1068,0.517053956,0.503233991,0.544443013,0.618228871,,,,,,,,,
1068.125,0.512691921,0.500473409,0.545101781,0.620453291,,,,,,,,,
1068.25,0.510822077,0.500471217,0.546420597,0.614513463,,,,,,,,,
1068.375,0.511444257,0.497158966,0.544439331,0.613027967,,,,,,,,,
1068.5,0.507082246,0.48998497,0.541137952,0.607085707,,,,,,,,,
1068.625,0.497112991,0.485569359,0.53321649,0.598175514,,,,,,,,,
1068.75,0.491504926,0.476188655,0.523314944,0.595948035,,,,,,,,,
1068.875,0.483404752,0.470669672,0.516713493,0.587037842,,,,,,,,,
1069,0.478419716,0.46459905,0.515392235,0.582579548,,,,,,,,,
1069.125,0.475926787,0.460735116,0.51407096,0.580352069,,,,,,,,,
1069.25,0.47343386,0.458526215,0.513409718,0.578122158,,,,,,,,,
1069.375,0.474056042,0.455765637,0.508128319,0.578120628,,,,,,,,,
1069.5,0.472186198,0.454660067,0.505487007,0.577377115,,,,,,,,,
1069.625,0.462839942,0.450244469,0.497565508,0.573663237,,,,,,,,,
1069.75,0.460347015,0.441967131,0.497564281,0.56772341,,,,,,,,,
1069.875,0.452869869,0.436999865,0.497563054,0.561039166,,,,,,,,,
1070,0.449130886,0.435342618,0.488321547,0.558069704,,,,,,,,,
1070.125,0.446014923,0.430927009,0.483700169,0.555097809,,,,,,,,,
1070.25,0.445391086,0.432028161,0.481058858,0.547671583,,,,,,,,,
1070.375,0.44289816,0.427060883,0.482377674,0.546186087,,,,,,,,,
1070.5,0.437913123,0.425403667,0.478416318,0.541730225,,,,,,,,,
1070.625,0.437289278,0.420436347,0.4724749,0.538016347,,,,,,,,,
1070.75,0.427943036,0.413814046,0.467853529,0.527619756,,,,,,,,,
1070.875,0.42108893,0.403881673,0.461912107,0.51796758,,,,,,,,,
1071,0.416726919,0.397811018,0.45729073,0.518708033,,,,,,,,,
1071.125,0.416103074,0.397808826,0.45530944,0.514252172,,,,,,,,,
1071.25,0.414233175,0.398358324,0.452008106,0.509054328,,,,,,,,,
1071.375,0.412986304,0.393942714,0.452006879,0.510536764,,,,,,,,,
1071.5,0.412362459,0.390630458,0.446065467,0.504596937,,,,,,,,,
1071.625,0.408000448,0.390076588,0.445404211,0.503853424,,,,,,,,,
1071.75,0.402392386,0.385109301,0.442762899,0.500881529,,,,,,,,,
1071.875,0.396161292,0.379038659,0.438801544,0.489000971,,,,,,,,,
1072,0.392422311,0.37738143,0.431540085,0.48454511,,,,,,,,,
1072.125,0.391798466,0.374620857,0.432198866,0.481575647,,,,,,,,,
1072.25,0.389928567,0.37572202,0.425597439,0.477861769,,,,,,,,,
1072.375,0.386189584,0.374064795,0.430876381,0.476373841,,,,,,,,,
1072.5,0.386811785,0.369097508,0.426255004,0.47785871,,,,,,,,,
1072.625,0.385564922,0.364130221,0.418333523,0.472658433,,,,,,,,,
1072.75,0.374972638,0.359714612,0.415032189,0.460035892,,,,,,,,,
1072.875,0.370610628,0.350885585,0.406450686,0.451870115,,,,,,,,,
1073,0.366248611,0.349780037,0.401829311,0.449640203,,,,,,,,,
1073.125,0.365624774,0.345916106,0.397867956,0.450380657,,,,,,,,,
1073.25,0.364377903,0.346465589,0.399846791,0.445182812,,,,,,,,,
1073.375,0.362508002,0.34811843,0.397205479,0.445923266,,,,,,,,,
1073.5,0.360638103,0.342047787,0.397864274,0.440725421,,,,,,,,,
1073.625,0.35939123,0.340390564,0.39456294,0.437011543,,,,,,,,,
1073.75,0.351914084,0.334319922,0.393241669,0.431813699,,,,,,,,,
1073.875,0.345682986,0.329904312,0.38334013,0.428099821,,,,,,,,,
1074,0.347551256,0.329350443,0.380038792,0.425127926,,,,,,,,,
1074.125,0.340697144,0.324934826,0.378057499,0.418446115,,,,,,,,,
1074.25,0.338827239,0.322174255,0.378716294,0.420670535,,,,,,,,,
1074.375,0.339449448,0.321620385,0.37475494,0.41769864,,,,,,,,,
1074.5,0.337579549,0.320514843,0.372773648,0.415471161,,,,,,,,,
1074.625,0.335086622,0.315547552,0.369472301,0.412499266,,,,,,,,,
1074.75,0.330724611,0.310580265,0.365510961,0.407301422,,,,,,,,,
1074.875,0.326362603,0.308371362,0.359569543,0.402103577,,,,,,,,,
1075,0.320131519,0.3028524,0.358908307,0.397647716,,,,,,,,,
1075.125,0.321376749,0.303401883,0.354946939,0.393933838,,,,,,,,,
1075.25,0.319506848,0.301192982,0.350985583,0.393190325,,,,,,,,,
1075.375,0.317013921,0.298984081,0.348344271,0.390960414,,,,,,,,,
1075.5,0.31576705,0.298430212,0.347023003,0.387988519,,,,,,,,,
1075.625,0.313897149,0.294014602,0.343721669,0.389473388,,,,,,,,,
1075.75,0.310781194,0.29401241,0.337780251,0.384275544,,,,,,,,,
1075.875,0.3045501,0.291251831,0.335798958,0.379075267,,,,,,,,,
1076,0.303926259,0.2873879,0.33447769,0.374619405,,,,,,,,,
1076.125,0.303302414,0.287385707,0.331836378,0.376846258,,,,,,,,,
1076.25,0.301432515,0.281315065,0.329855085,0.376844728,,,,,,,,,
1076.375,0.298939588,0.278002811,0.327873795,0.378327165,,,,,,,,,
1076.5,0.295823633,0.27965565,0.32853259,0.370900938,,,,,,,,,
1076.625,0.293953732,0.277998426,0.327211319,0.366445077,,,,,,,,,
1076.75,0.290837778,0.27468617,0.321929922,0.363475615,,,,,,,,,
1076.875,0.285852741,0.268615528,0.313348419,0.361245703,,,,,,,,,
1077,0.279621649,0.264199919,0.312027149,0.355305876,,,,,,,,,
1077.125,0.280866887,0.264197726,0.31070588,0.352333981,,,,,,,,,
1077.25,0.280243042,0.26088547,0.308064568,0.355302817,,,,,,,,,
1077.375,0.284603418,0.261986633,0.310043404,0.355301287,,,,,,,,,
1077.5,0.278372326,0.261432763,0.308062113,0.354555341,,,,,,,,,
1077.625,0.276502425,0.258120507,0.306740828,0.350843896,,,,,,,,,
1077.75,0.272763444,0.254256568,0.300799424,0.35158435,,,,,,,,,
1077.875,0.272139599,0.252599352,0.300798197,0.342674157,,,,,,,,,
1078,0.27276181,0.250942127,0.296176833,0.340444245,,,,,,,,,
1078.125,0.269022827,0.247629882,0.295515573,0.341929114,,,,,,,,,
1078.25,0.267775954,0.246524325,0.294194302,0.344153534,,,,,,,,,
1078.375,0.266529083,0.244315425,0.293533053,0.339697673,,,,,,,,,
1078.5,0.264659184,0.24486491,0.296831932,0.335241812,,,,,,,,,
1078.625,0.261543229,0.237690912,0.290890514,0.334498299,,,,,,,,,
1078.75,0.260296356,0.238240387,0.285609118,0.331526404,,,,,,,,,
1078.875,0.25531132,0.233824788,0.28560789,0.328554509,,,,,,,,,
1079,0.252818393,0.234925951,0.281646535,0.329297395,,,,,,,,,
1079.125,0.250325466,0.232165373,0.278345201,0.322613152,,,,,,,,,
1079.25,0.251570703,0.232714856,0.277683954,0.324837572,,,,,,,,,
1079.375,0.250946858,0.230505956,0.277682727,0.320381711,,,,,,,,,
1079.5,0.246584849,0.226642024,0.27306135,0.324092529,,,,,,,,,
1079.625,0.249076141,0.228294863,0.277020257,0.32186505,,,,,,,,,
1079.75,0.245960187,0.225534284,0.271738854,0.319635139,,,,,,,,,
1079.875,0.241598178,0.222773706,0.271077605,0.315921261,,,,,,,,,
1080,0.239728277,0.22166816,0.269756334,0.308497467,,,,,,,,,
1080.125,0.238481406,0.220010926,0.270415129,0.312205853,,,,,,,,,
1080.25,0.235988479,0.219457067,0.263813689,0.31146234,,,,,,,,,
1080.375,0.237233716,0.213386432,0.265132505,0.309976844,,,,,,,,,
1080.5,0.235986845,0.215039263,0.265791299,0.309233331,,,,,,,,,
1080.625,0.23287089,0.214485395,0.263810007,0.307745403,,,,,,,,,
1080.75,0.231000989,0.210069784,0.263148747,0.302547558,,,,,,,,,
1080.875,0.224769895,0.207309207,0.259187404,0.301062063,,,,,,,,,
1081,0.224146054,0.207307015,0.254566027,0.297348184,,,,,,,,,
1081.125,0.222899181,0.205098113,0.256544865,0.299572604,,,,,,,,,
1081.25,0.22165231,0.204544245,0.251263466,0.299571075,,,,,,,,,
1081.375,0.217913327,0.204542052,0.253242304,0.297343596,,,,,,,,,
1081.5,0.217289482,0.206746569,0.24994097,0.295113684,,,,,,,,,
1081.625,0.217288664,0.20398599,0.24795968,0.293628188,,,,,,,,,
1081.75,0.216664819,0.197363674,0.247298431,0.289172327,,,,,,,,,
1081.875,0.21479492,0.195706447,0.245317139,0.286944848,,,,,,,,,
1082,0.212925021,0.192945869,0.243335848,0.289911251,,,,,,,,,
1082.125,0.209809067,0.19018529,0.244654664,0.28322944,,,,,,,,,
1082.25,0.207939166,0.192389807,0.243993415,0.283969893,,,,,,,,,
1082.375,0.211053486,0.190732583,0.243992188,0.282481965,,,,,,,,,
1082.5,0.20606845,0.187420327,0.237390748,0.283224851,,,,,,,,,
1082.625,0.207936714,0.187418135,0.233429404,0.284707288,,,,,,,,,
1082.75,0.204820761,0.184657557,0.234748209,0.277281061,,,,,,,,,
1082.875,0.199212697,0.179138597,0.230786853,0.279507914,,,,,,,,,
1083,0.196096742,0.179136405,0.229465585,0.269853305,,,,,,,,,
1083.125,0.191734731,0.178582532,0.226824273,0.270596191,,,,,,,,,
1083.25,0.194849052,0.175270276,0.227483065,0.272078628,,,,,,,,,
1083.375,0.19609429,0.174716406,0.223521712,0.271335115,,,,,,,,,
1083.5,0.191109252,0.172507505,0.223520485,0.269847187,,,,,,,,,
