,<CONFIDENTIAL>,,,,,,,,,,,,
Normalized Fluorescence signal from 1000-1200 nm,,,,,,Maximum emission cross section,,,,,,,
,LG-770,LG-760,LG-750,APG-1,,LG-770,LG-760,LG-750,APG-1,,,,Prepared by Dr. Tedi-Marie Usher-Ditzian
Wavelength,Normalized,Normalized,Normalized,Normalized,,_em ,_em ,_em ,_em ,,,,SCHOTT R&D North America
l [nm],"Signal, FC(l)","Signal, FC(l)","Signal, FC(l)","Signal, FC(l)",,[10-20 cm2],[10-20 cm2],[10-20 cm2],[10-20 cm2],,,,"Oct 4th, 2021"
1083.625,0.189862381,0.172505313,0.224179277,0.266877724,,,,,,,,,
1083.75,0.18799248,0.170296412,0.22351803,0.264647813,,,,,,,,,
1083.875,0.185499553,0.16643248,0.222196744,0.260933935,,,,,,,,,
1084,0.183006626,0.163671901,0.217575384,0.260190422,,,,,,,,,
1084.125,0.186743974,0.164773063,0.218234176,0.262417274,,,,,,,,,
1084.25,0.181758938,0.162564162,0.216912906,0.258703396,,,,,,,,,
1084.375,0.183004174,0.160355261,0.213611574,0.256473485,,,,,,,,,
1084.5,0.182380329,0.159249715,0.213610347,0.254987989,,,,,,,,,
1084.625,0.177395293,0.15759249,0.210309013,0.252016094,,,,,,,,,
1084.75,0.172410256,0.154280236,0.208987742,0.246076266,,,,,,,,,
1084.875,0.169917329,0.150416302,0.202386305,0.240878422,,,,,,,,,
1085,0.168670456,0.150965788,0.199744991,0.243102842,,,,,,,,,
1085.125,0.164931476,0.150411918,0.199743763,0.244585278,,,,,,,,,
1085.25,0.167422768,0.146547986,0.201722601,0.244583749,,,,,,,,,
1085.375,0.164929841,0.146545794,0.203701436,0.240127887,,,,,,,,,
1085.5,0.165552046,0.146543602,0.200400103,0.243838706,,,,,,,,,
1085.625,0.161813069,0.145438054,0.193798663,0.241611227,,,,,,,,,
1085.75,0.160566196,0.141574122,0.194457457,0.234926984,,,,,,,,,
1085.875,0.158696297,0.137710189,0.189836082,0.232699505,,,,,,,,,
1086,0.158072452,0.137156319,0.18719477,0.228985627,,,,,,,,,
1086.125,0.156202553,0.136602451,0.185213478,0.226013732,,,,,,,,,
1086.25,0.15246357,0.133290195,0.184552231,0.228240584,,,,,,,,,
1086.375,0.150593672,0.132736325,0.18323096,0.228981038,,,,,,,,,
1086.5,0.148723771,0.135492519,0.183889755,0.226751126,,,,,,,,,
1086.625,0.146230838,0.129421882,0.180588421,0.222295265,,,,,,,,,
1086.75,0.142491865,0.126661302,0.177287087,0.220067786,,,,,,,,,
1086.875,0.139998935,0.120590657,0.175965812,0.214867509,,,,,,,,,
1087,0.139375091,0.117830079,0.168704357,0.214123996,,,,,,,,,
1087.125,0.136259134,0.118931246,0.170683193,0.209668135,,,,,,,,,
1087.25,0.133143177,0.116170665,0.171341987,0.209666605,,,,,,,,,
1087.375,0.133765396,0.117823502,0.166060591,0.208923092,,,,,,,,,
1087.5,0.134387595,0.115614596,0.164079298,0.205209214,,,,,,,,,
1087.625,0.132517702,0.112302349,0.164738092,0.203723718,,,,,,,,,
1087.75,0.130647805,0.11064512,0.160116718,0.199267857,,,,,,,,,
1087.875,0.128154875,0.105677837,0.159455469,0.196295962,,,,,,,,,
1088,0.127531031,0.106778996,0.156154137,0.194068483,,,,,,,,,
1088.125,0.122545986,0.106776804,0.156812929,0.197034886,,,,,,,,,
1088.25,0.121922153,0.106774612,0.156811701,0.192579025,,,,,,,,,
1088.375,0.122544352,0.105117383,0.158790537,0.194805877,,,,,,,,,
1088.5,0.119428404,0.103460165,0.15152908,0.194062365,,,,,,,,,
1088.625,0.11631245,0.102906296,0.148887765,0.191832453,,,,,,,,,
1088.75,0.115065578,0.099042364,0.146246448,0.189602541,,,,,,,,,
1088.875,0.110703561,0.095178432,0.145585212,0.18514668,,,,,,,,,
1089,0.110702743,0.094624555,0.142943884,0.179206852,,,,,,,,,
1089.125,0.106963771,0.092967337,0.13898254,0.177721357,,,,,,,,,
1089.25,0.105093866,0.089655079,0.135021182,0.177719827,,,,,,,,,
1089.375,0.105716085,0.089101212,0.137660046,0.175489915,,,,,,,,,
1089.5,0.106961319,0.089650695,0.138318828,0.173262436,,,,,,,,,
1089.625,0.102599311,0.087441799,0.134357483,0.170290541,,,,,,,,,
1089.75,0.101975457,0.087439607,0.131716167,0.169547028,,,,,,,,,
1089.875,0.100105563,0.085782378,0.12907485,0.169545499,,,,,,,,,
1090,0.097612632,0.083573483,0.125773515,0.165831621,,,,,,,,,
1090.125,0.098857874,0.083571291,0.129072396,0.162117743,,,,,,,,,
1090.25,0.095741919,0.081914062,0.125111051,0.159887831,,,,,,,,,
1090.375,0.095741102,0.080808518,0.125109824,0.1613727,,,,,,,,,
1090.5,0.093248171,0.081909677,0.121808488,0.156174856,,,,,,,,,
1090.625,0.09262433,0.076390709,0.120487222,0.159141259,,,,,,,,,
1090.75,0.091377458,0.076388517,0.116525855,0.153943414,,,,,,,,,
1090.875,0.085769389,0.072524585,0.114544569,0.152457919,,,,,,,,,
1091,0.08452252,0.071419041,0.112563284,0.145031692,,,,,,,,,
1091.125,0.084521702,0.070865172,0.109921966,0.146514129,,,,,,,,,
1091.25,0.083274833,0.071966335,0.109920738,0.14428665,,,,,,,,,
1091.375,0.082027964,0.069757428,0.106619405,0.145769086,,,,,,,,,
1091.5,0.081404111,0.070858596,0.105298135,0.14428359,,,,,,,,,
1091.625,0.081403294,0.068649692,0.109257038,0.142053679,,,,,,,,,
1091.75,0.075795234,0.067544148,0.105955703,0.136113851,,,,,,,,,
1091.875,0.077040468,0.066438604,0.101994347,0.132399973,,,,,,,,,
1092,0.075170571,0.062574669,0.1013331,0.130914477,,,,,,,,,
1092.125,0.075792782,0.06643422,0.100011834,0.128684565,,,,,,,,,
1092.25,0.073922877,0.065328676,0.100670615,0.127199069,,,,,,,,,
1092.375,0.07516812,0.063119769,0.097369289,0.126455557,,,,,,,,,
1092.5,0.071429139,0.061462545,0.095388004,0.12942196,,,,,,,,,
1092.625,0.072051348,0.060908675,0.093406708,0.12942043,,,,,,,,,
1092.75,0.072050531,0.05759642,0.09340548,0.12125222,,,,,,,,,
1092.875,0.067065496,0.05924926,0.092084214,0.116796359,,,,,,,,,
1093,0.067064679,0.05869539,0.088782878,0.118281229,,,,,,,,,
1093.125,0.063325694,0.054279778,0.091421729,0.119763665,,,,,,,,,
1093.25,0.064570932,0.053725911,0.086800354,0.118278169,,,,,,,,,
1093.375,0.065193139,0.054827073,0.086799127,0.117532224,,,,,,,,,
1093.5,0.06643838,0.052618172,0.088117938,0.116046728,,,,,,,,,
1093.625,0.063945453,0.052064303,0.084156594,0.115303215,,,,,,,,,
1093.75,0.060829496,0.050407078,0.080855258,0.113817719,,,,,,,,,
1093.875,0.057090516,0.049301534,0.080854031,0.112329791,,,,,,,,,
1094,0.05646667,0.049299341,0.078872734,0.108615913,,,,,,,,,
1094.125,0.057088882,0.04874547,0.079531537,0.106388433,,,,,,,,,
1094.25,0.057088064,0.049294957,0.078870279,0.104900505,,,,,,,,,
1094.375,0.059579358,0.04984444,0.078869052,0.110839706,,,,,,,,,
1094.5,0.056463401,0.047635536,0.076887766,0.103413479,,,,,,,,,
1094.625,0.053970475,0.04708167,0.07226639,0.098957618,,,,,,,,,
1094.75,0.051477548,0.044321091,0.072265163,0.09524374,,,,,,,,,
1094.875,0.050230676,0.04376722,0.069623847,0.093758244,,,,,,,,,
1095,0.049606831,0.041006644,0.068302581,0.097469063,,,,,,,,,
1095.125,0.050852072,0.041556129,0.070281417,0.092268786,,,,,,,,,
1095.25,0.050228224,0.040450582,0.066980087,0.092267256,,,,,,,,,
1095.375,0.050850437,0.041000067,0.065658814,0.093010142,,,,,,,,,
1095.5,0.044619341,0.040446198,0.065657587,0.090780231,,,,,,,,,
1095.625,0.047733663,0.039340651,0.068296444,0.085582386,,,,,,,,,
1095.75,0.048978898,0.039338459,0.064995108,0.089293205,,,,,,,,,
1095.875,0.045239919,0.039887942,0.062353799,0.088549692,,,,,,,,,
1096,0.043993046,0.037127365,0.061032529,0.085577797,,,,,,,,,
1096.125,0.043992229,0.03767685,0.059711259,0.087060234,,,,,,,,,
1096.25,0.045860494,0.038778014,0.059710031,0.083346356,,,,,,,,,
1096.375,0.042121512,0.037120789,0.055088656,0.084089242,,,,,,,,,
1096.5,0.045235832,0.035463565,0.055087428,0.082601314,,,,,,,,,
1096.625,0.04398896,0.034909698,0.057726286,0.079629419,,,,,,,,,
1096.75,0.03962695,0.032700794,0.055084974,0.075917973,,,,,,,,,
1096.875,0.037134021,0.031595248,0.059043876,0.072204095,,,,,,,,,
1097,0.036510179,0.031041381,0.05574254,0.075914914,,,,,,,,,
1097.125,0.037755416,0.030487509,0.050461143,0.073685002,,,,,,,,,
1097.25,0.037754599,0.0332437,0.0531,0.07294149,,,,,,,,,
1097.375,0.037130752,0.030483124,0.05111871,0.072197977,,,,,,,,,
1097.5,0.038375992,0.031032612,0.04979744,0.071454464,,,,,,,,,
1097.625,0.034013983,0.03103042,0.047816147,0.069966535,,,,,,,,,
1097.75,0.0371283,0.032683256,0.051775049,0.064768691,,,,,,,,,
1097.875,0.036504458,0.028267648,0.049793758,0.066251128,,,,,,,,,
1098,0.034011531,0.028817132,0.046492426,0.064765632,,,,,,,,,
1098.125,0.032141631,0.029366615,0.049791303,0.064022119,,,,,,,,,
1098.25,0.029648704,0.027709393,0.04781001,0.061792207,,,,,,,,,
1098.375,0.032763022,0.026603846,0.043848657,0.063277077,,,,,,,,,
1098.5,0.031516153,0.028256686,0.047147536,0.060305182,,,,,,,,,
1098.625,0.030892307,0.026599461,0.045166245,0.061045635,,,,,,,,,
1098.75,0.03089149,0.026045592,0.043184953,0.058818156,,,,,,,,,
1098.875,0.029644618,0.024940045,0.043183726,0.058816627,,,,,,,,,
1099,0.031512884,0.023834499,0.03988239,0.058070681,,,,,,,,,
1099.125,0.028396928,0.025487337,0.039221145,0.05361482,,,,,,,,,
1099.25,0.029019139,0.028795209,0.039219917,0.055099689,,,,,,,,,
1099.375,0.031510433,0.026034631,0.038558669,0.053611761,,,,,,,,,
1099.5,0.027771449,0.026032439,0.035257333,0.052868248,,,,,,,,,
1099.625,0.030885769,0.02327186,0.035256106,0.052124735,,,,,,,,,
1099.75,0.027769815,0.023821345,0.035254879,0.04915284,,,,,,,,,
1099.875,0.028392024,0.024370832,0.03921378,0.052121676,,,,,,,,,
1100,0.026522125,0.023816961,0.039872571,0.051378163,,,,,,,,,
1100.125,0.024652226,0.023263091,0.033931157,0.049890235,,,,,,,,,
1100.25,0.029012601,0.021605867,0.038550078,0.052117087,,,,,,,,,
1100.375,0.022158482,0.019948644,0.035248742,0.052115557,,,,,,,,,
1100.5,0.024649774,0.019946451,0.033927475,0.049885646,,,,,,,,,
1100.625,0.024025929,0.021599291,0.033926248,0.046916184,,,,,,,,,
1100.75,0.024025112,0.019942067,0.033925021,0.046172671,,,,,,,,,
1100.875,0.022155213,0.022146584,0.033263771,0.046913124,,,,,,,,,
1101,0.020285313,0.019937683,0.030622457,0.039486898,,,,,,,,,
1101.125,0.019661469,0.021590522,0.031281252,0.046168082,,,,,,,,,
1101.25,0.024644871,0.02158833,0.030620003,0.044680153,,,,,,,,,
1101.375,0.025267078,0.018827749,0.029958755,0.048390972,,,,,,,,,
1101.5,0.021528099,0.021583945,0.033257634,0.042451145,,,,,,,,,
1101.625,0.022150309,0.020478401,0.031276343,0.041705199,,,,,,,,,
1101.75,0.024018574,0.019372852,0.032595158,0.03947772,,,,,,,,,
1101.875,0.022771705,0.020474017,0.030613866,0.043188539,,,,,,,,,
1102,0.02401694,0.019920145,0.029952618,0.040958627,,,,,,,,,
1102.125,0.023393095,0.015504535,0.028631349,0.041699081,,,,,,,,,
1102.25,0.023392278,0.018260728,0.028630121,0.038729618,,,,,,,,,
1102.375,0.022768436,0.01770686,0.030608957,0.03724169,,,,,,,,,
1102.5,0.018406424,0.01715299,0.027967645,0.038726559,,,,,,,,,
1102.625,0.020897714,0.017150797,0.027306393,0.03872503,,,,,,,,,
1102.75,0.020273871,0.019355314,0.025985127,0.037981517,,,,,,,,,
1102.875,0.020273054,0.016043058,0.0259839,0.033525656,,,,,,,,,
1103,0.020895262,0.01879925,0.025322651,0.033524126,,,,,,,,,
1103.125,0.021517475,0.014935318,0.024661406,0.03426458,,,,,,,,,
1103.25,0.015286385,0.013278096,0.024000154,0.033521067,,,,,,,,,
1103.375,0.018400703,0.017137644,0.022018863,0.032775121,,,,,,,,,
1103.5,0.017776858,0.019893838,0.025317742,0.035743957,,,,,,,,,
1103.625,0.012168793,0.015478228,0.024656496,0.032772062,,,,,,,,,
1103.75,0.017152196,0.012165969,0.019375096,0.030544583,,,,,,,,,
1103.875,0.019020461,0.010508748,0.020693911,0.034255402,,,,,,,,,
1104,0.017150562,0.013816621,0.022672745,0.029057557,,,,,,,,,
1104.125,0.017772772,0.013814429,0.024651587,0.033510359,,,,,,,,,
1104.25,0.018394982,0.013812237,0.02663042,0.03350883,,,,,,,,,
1104.375,0.016525081,0.012155008,0.022009044,0.029794952,,,,,,,,,
1104.5,0.015901238,0.013256173,0.020027753,0.026823057,,,,,,,,,
1104.625,0.017146475,0.014357335,0.022666608,0.02756351,,,,,,,,,
1104.75,0.015899603,0.015458498,0.021345342,0.028303964,,,,,,,,,
1104.875,0.012783649,0.015456305,0.023324177,0.023848103,,,,,,,,,
1105,0.014028886,0.014902435,0.020022844,0.024588556,,,,,,,,,
1105.125,0.014651097,0.012141855,0.018701574,0.02310306,,,,,,,,,
1105.25,0.014027252,0.011036311,0.017380304,0.026071896,,,,,,,,,
1105.375,0.014649462,0.013240828,0.016059034,0.026070366,,,,,,,,,
1105.5,0.0158947,0.013238635,0.021997998,0.027552803,,,,,,,,,
1105.625,0.017139937,0.013236443,0.019356686,0.024580908,,,,,,,,,
1105.75,0.01713912,0.014337605,0.02001548,0.029036143,,,,,,,,,
1105.875,0.011531056,0.01102535,0.019354231,0.026806231,,,,,,,,,
1106,0.013399317,0.009368126,0.016052898,0.026062718,,,,,,,,,
1106.125,0.0133985,0.012124317,0.013411585,0.02457479,,,,,,,,,
1106.25,0.009036492,0.009915421,0.017370485,0.025317676,,,,,,,,,
1106.375,0.013396866,0.011016581,0.0186893,0.028284079,,,,,,,,,
1106.5,0.010903945,0.011014388,0.01736803,0.025314617,,,,,,,,,
1106.625,0.011526152,0.009908845,0.01538674,0.020858755,,,,,,,,,
1106.75,0.01027928,0.010458327,0.016045533,0.023083175,,,,,,,,,
1106.875,0.015262685,0.00935278,0.012084182,0.021597679,,,,,,,,,
1107,0.011523701,0.010453943,0.012082954,0.023080116,,,,,,,,,
1107.125,0.014014993,0.008245039,0.013401766,0.024562553,,,,,,,,,
1107.25,0.011522066,0.008242847,0.015380603,0.019364708,,,,,,,,,
1107.375,0.013390328,0.008240655,0.013399311,0.016395246,,,,,,,,,
1107.5,0.012143459,0.008790142,0.016698193,0.020848048,,,,,,,,,
1107.625,0.012765669,0.00878795,0.018017004,0.019360119,,,,,,,,,
1107.75,0.012141824,0.007130726,0.015375693,0.020100573,,,,,,,,,
1107.875,0.009648897,0.008783565,0.012074363,0.020099043,,,,,,,,,
1108,0.014009273,0.006022987,0.013393175,0.021583913,,,,,,,,,
1108.125,0.011516345,0.00712415,0.013391947,0.017870035,,,,,,,,,
1108.25,0.010269473,0.007121957,0.014710759,0.022322837,,,,,,,,,
1108.375,0.011514711,0.007671442,0.016029578,0.022321307,,,,,,,,,
1108.5,0.010890869,0.010427636,0.013388265,0.020091395,,,,,,,,,
1108.625,0.009020964,0.009322089,0.012727017,0.01637995,,,,,,,,,
1108.75,0.010266204,0.007113189,0.01272579,0.019346353,,,,,,,,,
1108.875,0.012134469,0.006007641,0.013384583,0.015632475,,,,,,,,,
1109,0.007772461,0.009315512,0.010743271,0.016375361,,,,,,,,,
1109.125,0.009640725,0.007658289,0.01404215,0.014145449,,,,,,,,,
1109.25,0.004655687,0.00710442,0.012060862,0.017114285,,,,,,,,,
1109.375,0.009639091,0.007102227,0.013379674,0.012658424,,,,,,,,,
1109.5,0.012130383,0.009306743,0.011398383,0.01414086,,,,,,,,,
1109.625,0.007145346,0.009304551,0.014037241,0.020077629,,,,,,,,,
1109.75,0.004652418,0.005992296,0.013375992,0.014879784,,,,,,,,,
1109.875,0.005897657,0.00819681,0.014694803,0.013394288,,,,,,,,,
1110,0.009011974,0.007091266,0.00941341,0.016363124,,,,,,,,,
1110.125,0.008388132,0.007640751,0.010732225,0.016361595,,,,,,,,,
1110.25,0.006518233,0.006535204,0.007430892,0.017844031,,,,,,,,,
1110.375,0.01087861,0.008188041,0.011389792,0.01338817,,,,,,,,,
1110.5,0.009008705,0.008737528,0.010728543,0.014128623,,,,,,,,,
1110.625,0.006515781,0.007080305,0.011387337,0.014869077,,,,,,,,,
1110.75,0.009007071,0.00542308,0.008086003,0.015609531,,,,,,,,,
1110.875,0.005268092,0.004317533,0.010064837,0.012640068,,,,,,,,,
1111,0.007759385,0.004867019,0.008743571,0.010410157,,,,,,,,,
1111.125,0.005889484,0.005968181,0.004782215,0.014120975,,,,,,,,,
1111.25,0.009003802,0.004862634,0.010061155,0.013377463,,,,,,,,,
1111.375,0.007133905,0.004860442,0.006759824,0.016346298,,,,,,,,,
1111.5,0.010248225,0.001548187,0.009398682,0.011888004,,,,,,,,,
1111.625,0.007755298,0.008166119,0.010717497,0.011886475,,,,,,,,,
1111.75,0.005885398,0.007060575,0.006756142,0.013371344,,,,,,,,,
1111.875,0.004638524,0.003748319,0.003454809,0.012627831,,,,,,,,,
1112,0.007129819,0.004297802,0.010053791,0.013368285,,,,,,,,,
1112.125,0.008375056,0.007053998,0.008732524,0.008912424,,,,,,,,,
1112.25,0.008997264,0.005948451,0.009391318,0.014107209,,,,,,,,,
1112.375,0.010242504,0.007049614,0.011370154,0.011135314,,,,,,,,,
1112.5,0.005257467,0.004840712,0.00806882,0.014846133,,,,,,,,,
1112.625,0.006502705,0.007045229,0.005427507,0.013360637,,,,,,,,,
1112.75,0.004632804,0.008698068,0.008726388,0.01410109,,,,,,,,,
1112.875,0.005255016,0.007040845,0.006745096,0.008161263,,,,,,,,,
1113,0.006500253,0.004831943,0.008063911,0.011869649,,,,,,,,,
1113.125,0.009614573,0.002623042,0.006742641,0.013354518,,,,,,,,,
1113.25,0.003383483,0.00427588,0.008721478,0.010382623,,,,,,,,,
1113.375,0.001513582,0.004825366,0.009380272,0.011123077,,,,,,,,,
1113.5,0.005873957,0.004271496,0.010699086,0.005925233,,,,,,,,,
1113.625,0.007742223,0.005924336,0.009377817,0.009636051,,,,,,,,,
1113.75,0.004626266,0.00481879,0.008716569,0.008892539,,,,,,,,,
1113.875,0.005248478,0.000403179,0.010695404,0.006662627,,,,,,,,,
1114,0.005870688,0.003159375,0.008054092,0.011115429,,,,,,,,,
1114.125,0.005246843,0.003157183,0.006732822,0.008145967,,,,,,,,,
1114.25,0.002130889,0.002603312,0.006731595,0.009628403,,,,,,,,,
1114.375,0.005868236,0.00260112,0.006070347,0.010368857,,,,,,,,,
1114.5,0.007736502,0.002598927,0.008049183,0.007396962,,,,,,,,,
1114.625,0.003374493,0.002596735,0.004747849,0.006653449,,,,,,,,,
1114.75,0.005865784,0.004249573,0.006726686,0.007393903,,,,,,,,,
1114.875,0.004618911,0.003144029,0.009365543,0.005166424,,,,,,,,,
1115,0.007733233,0.003693513,0.010024334,0.005164894,,,,,,,,,
1115.125,0.005240305,0.004242996,0.006062983,0.007389314,,,,,,,,,
1115.25,0.006485543,0.003137453,0.008041819,0.008874183,,,,,,,,,
1115.375,0.006484726,0.001480227,0.006060528,0.006644272,,,,,,,,,
1115.5,0.003991799,0.003684744,0.002099173,0.004416792,,,,,,,,,
1115.625,0.002744926,0.002579197,0.00539805,0.005157246,,,,,,,,,
1115.75,0.00461319,0.003128684,0.004736803,0.005155716,,,,,,,,,
1115.875,0.003989347,0.001471458,0.008695704,0.008866535,,,,,,,,,
1116,0.002742475,0.001469266,0.007374433,0.011832938,,,,,,,,,
1116.125,0.000872575,0.002570428,0.005393141,0.007377077,,,,,,,,,
1116.25,0.00523295,0.001464882,0.006051936,0.006633564,,,,,,,,,
1116.375,0.00585516,0.003117723,0.003410624,0.006632035,,,,,,,,,
1116.5,0.002739206,0.002012175,0.006049482,0.00960087,,,,,,,,,
1116.625,0.003984443,-0.000196727,0.00934836,0.007370958,,,,,,,,,
1116.75,-0.000377566,0.003111146,0.003406942,0.008113845,,,,,,,,,
1116.875,0.002113727,0.002557275,0.004725757,0.004399967,,,,,,,,,
1117,0.002112909,0.002003406,0.00472453,0.008852769,,,,,,,,,
1117.125,0.005227229,0.002001213,0.007363387,0.005138891,,,,,,,,,
1117.25,0.000242192,0.002550698,0.006702139,0.00736331,,,,,,,,,
1117.375,0.00397954,0.00365186,0.004720848,0.004393848,,,,,,,,,
1117.5,0.004601749,0.001994637,0.007359705,0.002163936,,,,,,,,,
1117.625,0.002108823,0.001440767,0.005378412,0.005874755,,,,,,,,,
1117.75,0.007715254,0.001990252,0.002737102,0.007357192,,,,,,,,,
1117.875,0.007714436,0.0058498,0.005375958,0.003645747,,,,,,,,,
1118,0.002729399,0.004744254,0.006034753,0.0043862,,,,,,,,,
1118.125,0.002728581,0.002535353,0.004713483,0.005126654,,,,,,,,,
1118.25,0.002727764,0.004739869,0.00669232,0.005125124,,,,,,,,,
1118.375,0.005219057,0.004185998,0.006031071,0.006607561,,,,,,,,,
1118.5,0.003972185,0.005838839,0.006689865,0.005864048,,,,,,,,,
1118.625,0.003971367,0.003629938,0.005368594,0.005862518,,,,,,,,,
1118.75,0.00147844,0.003627746,0.004047327,0.003635039,,,,,,,,,
1118.875,0.001477623,0.001418845,0.001406013,0.005859459,,,,,,,,,
1119,0.005837998,0.003071686,0.002064807,0.008086312,,,,,,,,,
1119.125,0.002722043,0.003621169,0.001403559,0.008084782,,,,,,,,,
1119.25,0.004590307,-0.000794441,0.001402331,0.005112887,,,,,,,,,
1119.375,0.001474354,-0.000796633,8.10613E-05,0.006595324,,,,,,,,,
1119.5,-0.000395546,0.000856206,0.002719919,0.005109828,,,,,,,,,
1119.625,-0.000396363,0.001405691,0.006678819,0.005850281,,,,,,,,,
1119.75,0.001471902,0.002506853,0.004697528,0.005848752,,,,,,,,,
1119.875,0.000848058,0.003608016,0.007996407,0.003621273,,,,,,,,,
1120,0.002716323,0.001950792,0.004035054,0.005845693,,,,,,,,,
1120.125,0.005830643,-0.000258109,0.006013888,0.009556511,,,,,,,,,
1120.25,0.002714688,0.003601439,0.003372576,0.004358667,,,,,,,,,
1120.375,0.004582952,0.003599247,0.002051306,0.002870738,,,,,,,,,
1120.5,0.002713054,0.003045379,0.0027101,0.006581557,,,,,,,,,
1120.625,0.001466182,0.003594862,0.003368894,0.004354078,,,,,,,,,
1120.75,0.002711419,0.002489316,0.002707645,0.005836515,,,,,,,,,
1120.875,0.002710602,0.005245509,0.003366439,0.00286462,,,,,,,,,
1121,0.004578866,0.001381577,0.004685254,0.004349489,,,,,,,,,
1121.125,0.003331997,0.001931062,0.006664091,0.002119577,,,,,,,,,
1121.25,0.003331179,0.004687256,0.00402278,0.00434643,,,,,,,,,
1121.375,0.004576414,0.001375,0.004681572,0.005828867,,,,,,,,,
1121.5,0.002083489,0.003027841,0.003360302,0.008055719,,,,,,,,,
1121.625,0.003328728,0.003025649,0.004019098,0.007309774,,,,,,,,,
1121.75,0.001458827,0.003023456,0.002037805,0.005824278,,,,,,,,,
1121.875,0.000834982,0.000814554,0.002696599,0.0021104,,,,,,,,,
1122,0.002703247,0.000812362,0.004675435,0.004337252,,,,,,,,,
1122.125,0.000210319,0.001361847,0.002694145,0.002849324,,,,,,,,,
1122.25,0.003947667,0.003014687,0.004012961,0.001363828,,,,,,,,,
1122.375,0.003323824,0.001357462,0.00269169,0.002104281,,,,,,,,,
1122.5,-0.001038187,0.004665333,0.002030441,0.0058151,,,,,,,,,
1122.625,0.001453106,-0.000301954,0.002029214,0.007297537,,,,,,,,,
1122.75,0.000206233,0.000799208,0.004668071,0.004328075,,,,,,,,,
1122.875,-0.001663666,0.001348693,0.005326864,0.00135618,,,,,,,,,
1123,0.000827627,0.000243146,0.004665617,0.006550965,,,,,,,,,
1123.125,0.002695892,-0.0008624,0.004664389,0.003581503,,,,,,,,,
1123.25,0.003941129,-0.001416269,0.004663162,0.001351591,,,,,,,,,
1123.375,0.002694257,0.001339924,0.004001915,0.000608078,,,,,,,,,
1123.5,0.000824358,0.000234377,0.003340665,0.00506088,,,,,,,,,
1123.625,0.002692623,0.000783863,-0.001280711,0.002830968,,,,,,,,,
1123.75,0.003314835,0.001333348,0.000698125,0.002087456,,,,,,,,,
1123.875,0.000198878,0.000779478,0.00201694,0.004314308,,,,,,,,,
1124,0.001444116,0.000225608,0.003995778,0.005796745,,,,,,,,,
1124.125,0.003312383,0.001326771,0.003994551,0.004311249,,,,,,,,,
1124.25,-0.001049628,0.002979612,0.000693215,0.003567736,,,,,,,,,
1124.375,0.000195609,0.004080771,0.00135201,0.008020538,,,,,,,,,
1124.5,-0.002297318,0.002423549,0.002010804,0.000594312,,,,,,,,,
1124.625,0.002686085,0.002973035,0.003329619,0.00430513,,,,,,,,,
1124.75,0.000193157,0.001867487,0.005968476,0.002817202,,,,,,,,,
1124.875,0.00268445,-0.002548123,0.004647206,0.005786037,,,,,,,,,
1125,0.000191523,-0.001446961,0.003325936,-0.001640189,,,,,,,,,
1125.125,0.002059789,0.000205878,2.46031E-05,0.002812613,,,,,,,,,
1125.25,0.000812916,0.001858718,0.002663461,0.0020691,,,,,,,,,
1125.375,0.000812099,0.000753171,0.002662233,0.001325587,,,,,,,,,
1125.5,0.003303393,0.001302656,-0.001299121,0.002066041,,,,,,,,,
1125.625,0.001433492,-0.000354568,0.000679714,0.00577686,,,,,,,,,
1125.75,0.001432675,0.001298272,0.004638615,0.00577533,,,,,,,,,
1125.875,0.003300941,-0.001462306,0.00067726,0.003547851,,,,,,,,,
1126,0.004546176,-0.002016176,0.003976141,0.002801906,,,,,,,,,
1126.125,0.000807196,-0.002570045,-0.001305258,0.002058393,,,,,,,,,
1126.25,0.001429406,-0.002572238,0.001333599,-0.002397468,,,,,,,,,
1126.375,0.000182533,-0.001471075,0.001332372,0.003541733,,,,,,,,,
1126.5,0.001427771,-0.003128299,0.002651187,0.002795787,,,,,,,,,
1126.625,0.002049982,-0.000923783,0.003970004,0.004280656,,,,,,,,,
1126.75,-0.001065973,0.002384088,0.001988711,0.007991475,,,,,,,,,
1126.875,0.000179264,0.003485251,0.001987484,0.001307232,,,,,,,,,
1127,0.000801475,0.000724672,0.001986257,-0.00092268,,,,,,,,,
1127.125,-0.00231448,0.00072248,0.000664986,-0.000179794,,,,,,,,,
1127.25,-0.000446215,0.00016861,0.002643823,0.00056066,,,,,,,,,
1127.375,-0.002316114,-0.000385259,0.001982574,0.00278508,,,,,,,,,
1127.5,0.003290317,-0.000939128,0.001321326,0.003527966,,,,,,,,,
1127.625,0.005781608,0.000713711,0.005940247,0.002782021,,,,,,,,,
1127.75,0.001419599,-0.000391836,0.003298935,0.000554541,,,,,,,,,
1127.875,0.000172726,0.000709327,0.001317644,-0.00167537,,,,,,,,,
1128,0.002040992,0.001810489,0.001976438,-0.000190501,,,,,,,,,
1128.125,-0.001074963,0.000153264,0.002635232,0.001291936,,,,,,,,,
1128.25,-0.00107578,-0.000952282,-6.08081E-06,0.001290406,,,,,,,,,
1128.375,-0.001076597,-0.00371286,-7.30816E-06,0.00203086,,,,,,,,,
1128.5,0.00016864,-0.001508343,0.000651485,0.003515729,,,,,,,,,
1128.625,0.001413878,-0.001510536,-0.001329805,0.001285817,,,,,,,,,
